   1500000.00       10.1199999       13.4200001    
   1501000.00       10.2600002       13.4099998    
   1502000.00       10.1000004       13.0599995    
   1503000.00       9.50000000       13.1500006    
   1504000.00       10.1300001       13.1299992    
   1505000.00       9.84000015       13.5400000    
   1506000.00       9.68999958       13.3400002    
   1507000.00       9.19000053       12.9300003    
   1508000.00       9.35999966       12.9499998    
   1509000.00       8.63000011       13.3400002    
   1510000.00       8.98999977       13.5400000    
   1511000.00       9.11000061       13.4500008    
   1512000.00       9.61000061       13.2500000    
   1513000.00       9.47000027       13.6700001    
   1514000.00       9.48000050       13.5500002    
   1515000.00       9.70000076       13.0299997    
   1516000.00       10.1100006       14.0100002    
   1517000.00       10.1199999       13.6899996    
   1518000.00       10.5100002       13.4800005    
   1519000.00       10.1599998       13.2200003    
   1520000.00       10.0899992       13.2700005    
   1521000.00       9.72000027       13.1799994    
   1522000.00       9.72999954       13.8900003    
   1523000.00       10.2999992       13.2000008    
   1524000.00       10.1199999       12.5899992    
   1525000.00       9.50000000       13.5799999    
   1526000.00       10.1999998       13.2600002    
   1527000.00       10.0000000       13.5599995    
   1528000.00       11.0599995       13.6499996    
   1529000.00       10.0100002       12.9600000    
   1530000.00       9.40999985       12.6599998    
   1531000.00       10.1499996       13.0499992    
   1532000.00       10.1100006       13.6700001    
   1533000.00       10.1300001       12.6999998    
   1534000.00       10.1700001       13.5200005    
   1535000.00       10.0100002       13.6399994    
   1536000.00       9.82999992       13.8199997    
   1537000.00       9.88000011       12.5399990    
   1538000.00       9.73999977       13.0299997    
   1539000.00       9.47000027       12.7799997    
   1540000.00       9.92000008       12.9499998    
   1541000.00       10.0000000       13.1099997    
   1542000.00       9.94000053       12.9499998    
   1543000.00       9.48000050       13.8600006    
   1544000.00       9.42000008       13.2100000    
   1545000.00       9.77999973       13.4700003    
   1546000.00       9.39000034       13.0999994    
   1547000.00       10.3999996       13.5400000    
   1548000.00       10.3299999       13.5799999    
   1549000.00       10.0500002       13.6700001    
   1550000.00       9.77999973       13.3500004    
   1551000.00       9.68000031       12.9600000    
   1552000.00       9.64999962       13.3099995    
   1553000.00       9.77000046       13.4700003    
   1554000.00       9.70000076       13.4599991    
   1555000.00       9.50000000       13.5200005    
   1556000.00       9.71000004       13.6099997    
   1557000.00       9.85000038       13.5400000    
   1558000.00       9.65999985       13.3199997    
   1559000.00       9.51000023       13.9200001    
   1560000.00       9.39000034       13.1599998    
   1561000.00       9.72000027       13.4399996    
   1562000.00       9.71000004       13.2700005    
   1563000.00       10.1999998       12.8199997    
   1564000.00       9.92000008       13.9499998    
   1565000.00       9.80000019       13.7100010    
   1566000.00       10.0300007       13.2900000    
   1567000.00       9.80000019       13.1900005    
   1568000.00       9.65999985       13.2900000    
   1569000.00       9.13000011       13.1500006    
   1570000.00       9.96999931       13.4800005    
   1571000.00       9.71000004       13.6000004    
   1572000.00       10.0899992       13.7100010    
   1573000.00       9.98999977       13.5500002    
   1574000.00       9.26999950       13.2900000    
   1575000.00       9.61000061       13.0900002    
   1576000.00       10.1199999       13.8999996    
   1577000.00       9.96000004       13.8100004    
